phenotype	description	risk_category	your_risk	gene_tested	priority	type	category	sub_pri	intrinsic_factors	sign_and_symptoms	recomm_test	possible_outcome	do_action	do_not_action
Celiac Disease	Penyakit celiac adalah gangguan di mana mengkonsumsi gluten (protein penyimpanan yang ada dalam gandum, barley dan rye) memicu respon imun berlebihan dalam tubuh, menyebabkan peradangan dan kerusakan pada usus kecil. Penyakit celiac juga dapat mempengaruhi bagian tubuh lain seperti tulang, persendian, kulit, sistem saraf, dan limpa.Ê	Low		"LINC01934; IL12A-AS1; LPP; TAGAP, LOC105378083, LOC107986664; ZMIZ1; IL18R1; PUS10; KIAA1109"	18	Health	Gastrointestinal Disorders		"Faktor intrinsik:
1) Jenis Kelamin: lebih umum pada wanita
2) Riwayat keluarga

Faktor gaya hidup:
1) Pola makan mengandung gluten

Kondisi medis terkait:
1) Diabetes Tipe 1
2) Sindrom Turner
3) Sindrom Down
4) Penyakit Hashimoto
5) Infeksi Gastrointestinal (infeksi saluran pencernaan)

"	"Gejala Pencernaan (Lebih sering terjadi pada anak-anak):
1) Kembung, diare, tinja berbau busuk
2) Muntah, mual
3) Sakit perut

Gejala ekstra-usus (Lebih sering terjadi pada orang dewasa):
1) Anemia
2) Nyeri tulang dan sendi
3) Dermatitis herpetiformis
4) Sakit perut, bisul"	"1) Tes transglutaminase jaringan imunoglobulin A
2) Tingkat IgA total. Tes IgG peptida gliadin deaminasi, jika defisiensi IgA
3) Biopsi usus halus diikuti dengan esofagogastroduodenoskopi, jika hasil biopsi positif
4) Biopsi kulit (Dermatitis herpetiformis)"	Secara genetik, kamu memiliki risiko rendah untuk mengidap Celiac Disease	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Celiac Disease dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Celiac Disease	Penyakit celiac adalah gangguan di mana mengkonsumsi gluten (protein penyimpanan yang ada dalam gandum, barley dan rye) memicu respon imun berlebihan dalam tubuh, menyebabkan peradangan dan kerusakan pada usus kecil. Penyakit celiac juga dapat mempengaruhi bagian tubuh lain seperti tulang, persendian, kulit, sistem saraf, dan limpa.Ê	High		"LINC01934; IL12A-AS1; LPP; TAGAP, LOC105378083, LOC107986664; ZMIZ1; IL18R1; PUS10; KIAA1109"	18	Health	Gastrointestinal Disorders		"Faktor intrinsik:
1) Jenis Kelamin: lebih umum pada wanita
2) Riwayat keluarga

Faktor gaya hidup:
1) Pola makan mengandung gluten

Kondisi medis terkait:
1) Diabetes Tipe 1
2) Sindrom Turner
3) Sindrom Down
4) Penyakit Hashimoto
5) Infeksi Gastrointestinal (infeksi saluran pencernaan)

"	"Gejala Pencernaan (Lebih sering terjadi pada anak-anak):
1) Kembung, diare, tinja berbau busuk
2) Muntah, mual
3) Sakit perut

Gejala ekstra-usus (Lebih sering terjadi pada orang dewasa):
1) Anemia
2) Nyeri tulang dan sendi
3) Dermatitis herpetiformis
4) Sakit perut, bisul"	"1) Tes transglutaminase jaringan imunoglobulin A
2) Tingkat IgA total. Tes IgG peptida gliadin deaminasi, jika defisiensi IgA
3) Biopsi usus halus diikuti dengan esofagogastroduodenoskopi, jika hasil biopsi positif
4) Biopsi kulit (Dermatitis herpetiformis)"	TBA	TBA	TBA
Crohn's Disease	Penyakit Crohn adalah penyakit inflamasi kronis idiopatik yang mempengaruhi berbagai bagian saluran pencernaan dari mulut ke anus. Penyakit Crohn menyebabkan peradangan dan iritasi pada saluran pencernaan, yang dapat menyebabkan sakit perut, diare, kelelahan, penurunan berat badan dan malnutrisi. Respon imun abnormal, genetika, dan faktor lingkungan berkontribusi terhadapnya.	Typical		"TNFSF15; IRF1-AS1; PTPN2; STAT3; IL23R; LINC01475; ATG16L1; IRGM"	19	Health	Gastrointestinal Disorders		"Faktor intrinsik:
1) Usia: biasanya dimulai sebelum 30 tahun
2) Etnis: lebih umum di Yahudi Ashkenazi
3) Riwayat keluarga

Faktor gaya hidup:
1) Merokok
2) Pola makan tinggi lemak

Kondisi medis terkait:
) Anemia
2) Radang sendi
3) Gangguan Kulit- Eritema Nodosum, Pioderma Gangrenosum
4) Osteoporosis
5) Gangguan Mata- Skleritis, Episkleritis, Uveitis
6) Pankreatitis

"	"1) Diare
2) Darah dalam tinja atau perdarahan per rektum
3) Sakit perut/kram
4) Fistula
5) Mual, kehilangan nafsu makan, penurunan berat badan
6) Demam
7) Tertundanya pertumbuhan dan perkembangan seksual pada anak
8) Anemia, kekurangan vitamin
9) Kelelahan"	"1) Pemeriksaan fisik oleh dokter
2) Tes tinja
3) Endoskopi
4) Kolonoskopi
5) Biopsi
6) CT-scan
7) Barium X-ray
8) Sigmoidoskopi fleksibel
9) Tes darah CBC, ESR, CRP"	Secara genetik, kamu memiliki risiko umum untuk mengidap Crohn's Disease	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Crohn's Disease dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Crohn's Disease	Penyakit Crohn adalah penyakit inflamasi kronis idiopatik yang mempengaruhi berbagai bagian saluran pencernaan dari mulut ke anus. Penyakit Crohn menyebabkan peradangan dan iritasi pada saluran pencernaan, yang dapat menyebabkan sakit perut, diare, kelelahan, penurunan berat badan dan malnutrisi. Respon imun abnormal, genetika, dan faktor lingkungan berkontribusi terhadapnya.	Low		"TNFSF15; IRF1-AS1; PTPN2; STAT3; IL23R; LINC01475; ATG16L1; IRGM"	19	Health	Gastrointestinal Disorders		"Faktor intrinsik:
1) Usia: biasanya dimulai sebelum 30 tahun
2) Etnis: lebih umum di Yahudi Ashkenazi
3) Riwayat keluarga

Faktor gaya hidup:
1) Merokok
2) Pola makan tinggi lemak

Kondisi medis terkait:
) Anemia
2) Radang sendi
3) Gangguan Kulit- Eritema Nodosum, Pioderma Gangrenosum
4) Osteoporosis
5) Gangguan Mata- Skleritis, Episkleritis, Uveitis
6) Pankreatitis

"	"1) Diare
2) Darah dalam tinja atau perdarahan per rektum
3) Sakit perut/kram
4) Fistula
5) Mual, kehilangan nafsu makan, penurunan berat badan
6) Demam
7) Tertundanya pertumbuhan dan perkembangan seksual pada anak
8) Anemia, kekurangan vitamin
9) Kelelahan"	"1) Pemeriksaan fisik oleh dokter
2) Tes tinja
3) Endoskopi
4) Kolonoskopi
5) Biopsi
6) CT-scan
7) Barium X-ray
8) Sigmoidoskopi fleksibel
9) Tes darah CBC, ESR, CRP"	Secara genetik, kamu memiliki risiko rendah untuk mengidap Crohn's Disease	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Crohn's Disease dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Crohn's Disease	Penyakit Crohn adalah penyakit inflamasi kronis idiopatik yang mempengaruhi berbagai bagian saluran pencernaan dari mulut ke anus. Penyakit Crohn menyebabkan peradangan dan iritasi pada saluran pencernaan, yang dapat menyebabkan sakit perut, diare, kelelahan, penurunan berat badan dan malnutrisi. Respon imun abnormal, genetika, dan faktor lingkungan berkontribusi terhadapnya.	High		"TNFSF15; IRF1-AS1; PTPN2; STAT3; IL23R; LINC01475; ATG16L1; IRGM"	19	Health	Gastrointestinal Disorders		"Faktor intrinsik:
1) Usia: biasanya dimulai sebelum 30 tahun
2) Etnis: lebih umum di Yahudi Ashkenazi
3) Riwayat keluarga

Faktor gaya hidup:
1) Merokok
2) Pola makan tinggi lemak

Kondisi medis terkait:
) Anemia
2) Radang sendi
3) Gangguan Kulit- Eritema Nodosum, Pioderma Gangrenosum
4) Osteoporosis
5) Gangguan Mata- Skleritis, Episkleritis, Uveitis
6) Pankreatitis

"	"1) Diare
2) Darah dalam tinja atau perdarahan per rektum
3) Sakit perut/kram
4) Fistula
5) Mual, kehilangan nafsu makan, penurunan berat badan
6) Demam
7) Tertundanya pertumbuhan dan perkembangan seksual pada anak
8) Anemia, kekurangan vitamin
9) Kelelahan"	"1) Pemeriksaan fisik oleh dokter
2) Tes tinja
3) Endoskopi
4) Kolonoskopi
5) Biopsi
6) CT-scan
7) Barium X-ray
8) Sigmoidoskopi fleksibel
9) Tes darah CBC, ESR, CRP"	Secara genetik, kamu memiliki risiko tinggi untuk mengidap Crohn's Disease	"Konsumsi makanan rendah lemak

Konsumsi makanan mengandung serat dengan hati-hati

Makan makanan dengan porsi kecil 5-6 kali sehari

Minum air secara teratur

Kendalikan stress dengan relaksasi dan latihan nafas."	Konsumsi makanan kaya serat saat flare (masa penyakit aktif dengan gejala)
Ulcerative Colitis	Kolitis ulserativa adalah penyakit radang usus kronis yang mempengaruhi lapisan paling dalam dari kolon dan rektum. Hal ini terjadi ketika lapisan kolon, rektum, atau keduanya menjadi meradang. Bisul dan luka dapat terbentuk menyebabkan tinja berdarah dan diare. Respon imun abnormal, genetika, mikrobioma, dan faktor lingkungan berkontribusi terhadap kolitis ulserativa.	Typical		FCGR2A	20	Health	Gastrointestinal Disorders		"Faktor intrinsik:
1) Usia: biasanya dimulai sebelum 30 tahun
2) Etnis: lebih umum di Yahudi Ashkenazi
3) Riwayat keluarga

Faktor gaya hidup:
1) Pola makan dengan rendah antioksidan
2) Stress psikologis
3) Merokok

Kondisi medis terkait:
1) Penggunaan Pil kontrasepsi
2) Penggunaan NSAID

"	"1) Diare, sering disertai darah atau nanah
2) Sakit perut, kram
3) Nyeri dubur, pendarahan
4) Masalah buang air besar
5) Kehilangan nafsu makan, penurunan berat badan
6) Kelelahan
7) Demam
8) Anemia"	"1) Pemeriksaan fisik oleh dokter
2) Tes tinja
3) Endoskopi
4) Kolonoskopi
5) Biopsi
6) CT-scan
7) Barium X-ray
8) Sigmoidoskopi fleksibel
9) Tes darah CBC, ESR, CRP"	Secara genetik, kamu memiliki risiko umum untuk mengidap Ulcerative Colitis	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Ulcerative Colitis dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Ulcerative Colitis	Kolitis ulserativa adalah penyakit radang usus kronis yang mempengaruhi lapisan paling dalam dari kolon dan rektum. Hal ini terjadi ketika lapisan kolon, rektum, atau keduanya menjadi meradang. Bisul dan luka dapat terbentuk menyebabkan tinja berdarah dan diare. Respon imun abnormal, genetika, mikrobioma, dan faktor lingkungan berkontribusi terhadap kolitis ulserativa.	Low		FCGR2A	20	Health	Gastrointestinal Disorders		"Faktor intrinsik:
1) Usia: biasanya dimulai sebelum 30 tahun
2) Etnis: lebih umum di Yahudi Ashkenazi
3) Riwayat keluarga

Faktor gaya hidup:
1) Pola makan dengan rendah antioksidan
2) Stress psikologis
3) Merokok

Kondisi medis terkait:
1) Penggunaan Pil kontrasepsi
2) Penggunaan NSAID

"	"1) Diare, sering disertai darah atau nanah
2) Sakit perut, kram
3) Nyeri dubur, pendarahan
4) Masalah buang air besar
5) Kehilangan nafsu makan, penurunan berat badan
6) Kelelahan
7) Demam
8) Anemia"	"1) Pemeriksaan fisik oleh dokter
2) Tes tinja
3) Endoskopi
4) Kolonoskopi
5) Biopsi
6) CT-scan
7) Barium X-ray
8) Sigmoidoskopi fleksibel
9) Tes darah CBC, ESR, CRP"	Secara genetik, kamu memiliki risiko rendah untuk mengidap Ulcerative Colitis	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Ulcerative Colitis dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Ulcerative Colitis	Kolitis ulserativa adalah penyakit radang usus kronis yang mempengaruhi lapisan paling dalam dari kolon dan rektum. Hal ini terjadi ketika lapisan kolon, rektum, atau keduanya menjadi meradang. Bisul dan luka dapat terbentuk menyebabkan tinja berdarah dan diare. Respon imun abnormal, genetika, mikrobioma, dan faktor lingkungan berkontribusi terhadap kolitis ulserativa.	High		FCGR2A	20	Health	Gastrointestinal Disorders		"Faktor intrinsik:
1) Usia: biasanya dimulai sebelum 30 tahun
2) Etnis: lebih umum di Yahudi Ashkenazi
3) Riwayat keluarga

Faktor gaya hidup:
1) Pola makan dengan rendah antioksidan
2) Stress psikologis
3) Merokok

Kondisi medis terkait:
1) Penggunaan Pil kontrasepsi
2) Penggunaan NSAID

"	"1) Diare, sering disertai darah atau nanah
2) Sakit perut, kram
3) Nyeri dubur, pendarahan
4) Masalah buang air besar
5) Kehilangan nafsu makan, penurunan berat badan
6) Kelelahan
7) Demam
8) Anemia"	"1) Pemeriksaan fisik oleh dokter
2) Tes tinja
3) Endoskopi
4) Kolonoskopi
5) Biopsi
6) CT-scan
7) Barium X-ray
8) Sigmoidoskopi fleksibel
9) Tes darah CBC, ESR, CRP"	Secara genetik, kamu memiliki risiko tinggi untuk mengidap Ulcerative Colitis	"Makan makanan rendah lemak

Konsumsi vitamin C

Makan makanan berserat

Makan makanan dengan porsi kecil 5-6 kali sehari

Minum air secara teratur

Makan nanas

Makan makanan/suplemen probiotik

Konsumsi kunyit

Lakukan relaksasi teratur dan latihan pernapasan untuk mengurangi stress"	"Hindari makanan yang mengandung serat berlebih selama sakit dan bergejala.

Batasi konsumsi produk susu"
Hypothyroidism	Hipotiroidisme sebuah gangguan umum, dimana kelenjar tiroid tidak menghasilkan cukup hormon tiroid. Hipotiroidisme berhubungan dengan kadar TSH (hormon perangsang tiroid) yang lebih tinggi, dan dapat juga disebabkan karena gangguan autoimun (penyakit Hashimoto) atau karena kekurangan yodium yang berat. Penyakit ini menyebabkan asimtomatik hingga koma miksedema dengan kegagalan banyak organ.	Typical		"PTPN22; FOXE1; SH2B3; PTCSC2"	21	Health	Endocrine / Metabolic Disorders		"Faktor Intrinsik: 
1) Umur: lebih sering terjadi setelah 60 tahun 
2) Jenis kelamin: perempuan memiliki risiko yang lebih tinggi daripada laki-laki 
3) Riwayat keluarga. 

Faktor Gaya Hidup :
 1) Diet rendah yodium. 

Kondisi Medis Terkait: 
1) Penyakit autoimun seperti Diabetes Tipe 1, penyakit seliak, Rheumatoid Arthritis, Lupus 
2) Sindrom Turner 
3) Gangguan kelenjar pituitari dan adrenal 
4) Pengobatan dengan yodium radioaktif 
5) Operasi tiroid 
6) Kehamilan. "	"1) Kenaikan berat badan, hipotermia
2) Sembelit
3) Amenore
4) Kulit kering dan bersisik, rambut tipis
5) Detak jantung rendah, peningkatan ukuran jantung, kolesterol tinggi
6) Kelupaan, kesemutan di tangan dan kaki, refleks lambat
7) Suara serak, kelopak mata turun, otot lemah, libido menurun, wajah bengkak, gondok. "	"1) Pemeriksaan klinis oleh dokter
2) Tes Fungsi Tiroid Total T3 , T4, kadar TSH dalam serum
3) Gratis T3 dan T4
4) Tes auto-antibodi tiroid (Antibodi Anti-TPO)
5) Hemogram."	Secara genetik, kamu memiliki risiko umum untuk mengidap Hypothyroidism	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Hypothyroidism dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Hypothyroidism	Hipotiroidisme sebuah gangguan umum, dimana kelenjar tiroid tidak menghasilkan cukup hormon tiroid. Hipotiroidisme berhubungan dengan kadar TSH (hormon perangsang tiroid) yang lebih tinggi, dan dapat juga disebabkan karena gangguan autoimun (penyakit Hashimoto) atau karena kekurangan yodium yang berat. Penyakit ini menyebabkan asimtomatik hingga koma miksedema dengan kegagalan banyak organ.	Low		"PTPN22; FOXE1; SH2B3; PTCSC2"	21	Health	Endocrine / Metabolic Disorders		"Faktor Intrinsik: 
1) Umur: lebih sering terjadi setelah 60 tahun 
2) Jenis kelamin: perempuan memiliki risiko yang lebih tinggi daripada laki-laki 
3) Riwayat keluarga. 

Faktor Gaya Hidup :
 1) Diet rendah yodium. 

Kondisi Medis Terkait: 
1) Penyakit autoimun seperti Diabetes Tipe 1, penyakit seliak, Rheumatoid Arthritis, Lupus 
2) Sindrom Turner 
3) Gangguan kelenjar pituitari dan adrenal 
4) Pengobatan dengan yodium radioaktif 
5) Operasi tiroid 
6) Kehamilan. "	"1) Kenaikan berat badan, hipotermia
2) Sembelit
3) Amenore
4) Kulit kering dan bersisik, rambut tipis
5) Detak jantung rendah, peningkatan ukuran jantung, kolesterol tinggi
6) Kelupaan, kesemutan di tangan dan kaki, refleks lambat
7) Suara serak, kelopak mata turun, otot lemah, libido menurun, wajah bengkak, gondok. "	"1) Pemeriksaan klinis oleh dokter
2) Tes Fungsi Tiroid Total T3 , T4, kadar TSH dalam serum
3) Gratis T3 dan T4
4) Tes auto-antibodi tiroid (Antibodi Anti-TPO)
5) Hemogram."	Secara genetik, kamu memiliki risiko rendah untuk mengidap Hypothyroidism	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Hypothyroidism dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Hypothyroidism	Hipotiroidisme sebuah gangguan umum, dimana kelenjar tiroid tidak menghasilkan cukup hormon tiroid. Hipotiroidisme berhubungan dengan kadar TSH (hormon perangsang tiroid) yang lebih tinggi, dan dapat juga disebabkan karena gangguan autoimun (penyakit Hashimoto) atau karena kekurangan yodium yang berat. Penyakit ini menyebabkan asimtomatik hingga koma miksedema dengan kegagalan banyak organ.	High		"PTPN22; FOXE1; SH2B3; PTCSC2"	21	Health	Endocrine / Metabolic Disorders		"Faktor Intrinsik: 
1) Umur: lebih sering terjadi setelah 60 tahun 
2) Jenis kelamin: perempuan memiliki risiko yang lebih tinggi daripada laki-laki 
3) Riwayat keluarga. 

Faktor Gaya Hidup :
 1) Diet rendah yodium. 

Kondisi Medis Terkait: 
1) Penyakit autoimun seperti Diabetes Tipe 1, penyakit seliak, Rheumatoid Arthritis, Lupus 
2) Sindrom Turner 
3) Gangguan kelenjar pituitari dan adrenal 
4) Pengobatan dengan yodium radioaktif 
5) Operasi tiroid 
6) Kehamilan. "	"1) Kenaikan berat badan, hipotermia
2) Sembelit
3) Amenore
4) Kulit kering dan bersisik, rambut tipis
5) Detak jantung rendah, peningkatan ukuran jantung, kolesterol tinggi
6) Kelupaan, kesemutan di tangan dan kaki, refleks lambat
7) Suara serak, kelopak mata turun, otot lemah, libido menurun, wajah bengkak, gondok. "	"1) Pemeriksaan klinis oleh dokter
2) Tes Fungsi Tiroid Total T3 , T4, kadar TSH dalam serum
3) Gratis T3 dan T4
4) Tes auto-antibodi tiroid (Antibodi Anti-TPO)
5) Hemogram."	TBA	TBA	TBA
Obesity	Obesitas dapat didefinisikan sebagai berat badan berlebih yang disebabkan oleh akumulasi lemak tubuh yang memiliki indeks masa tubuh (BMI) lebih dari 30 kg/m2. Obesitas dapat terjadi akibat ketidakseimbangan antara asupan kalori dan konsumsi kalori. Obesitas dapat meningkatkan resiko penyakit jantung, diabetes, tekanan darah tinggi dan kanker tertentu	Typical		"FTO; NPC1"	22	Health	Endocrine / Metabolic Disorders		"Faktor Intrinsik: 
1) Usia: risiko meningkat seiring bertambahnya usia 
2) Jenis kelamin: perempuan memilki risiko lebih besar daripada laki-laki 
3) Riwayat keluarga. 

Faktor Gaya Hidup: 
1) Diet tidak sehat 
2) Makan berlebihan atau makan emosional 
3) Kurang olahraga 
4) Stres 
5) Kurang tidur 
6) Obat-obatan tertentu seperti pil kontrasepsi, antidepresan, steroid, dll. 

Kondisi Medis Terkait: 
1) Sindrom Ovarium Polikistik (PCOS) 
2) Hipotiroidisme 
3) Depresi 
4) Penyakit Arteri Koroner 
5) Hipertensi 
6) Stroke 
7) Diabetes Tipe 2"	"1) BMI tinggi
2) Apnea Tidur Obstruktif
3) Deformitas Sendi."	"1) Pengukuran BMI dan lingkar pinggang 
2) Analisis massa lemak tubuh menggunakan metode berbasis pencitraan seperti DEXA (Dual Energy X-ray Absorptiometry), MRI dan CT scan atau diukur secara tidak langsung menggunakan air, perpindahan udara (BODPOD) dan analisis bioimpedansi (BIA) 
3) Distribusi lemak tubuh (ketebalan lipatan kulit, pengukuran rasio pinggang ke pinggul) 
4) Profil Lipid Puasa 
5) Tes Fungsi Hati 
6) Tes Fungsi Tiroid 
7) Kadar Glukosa Puasa dan HbA1c"	Secara genetik, kamu memiliki risiko umum untuk mengidap Obesity	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Obesity dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Obesity	Obesitas dapat didefinisikan sebagai berat badan berlebih yang disebabkan oleh akumulasi lemak tubuh yang memiliki indeks masa tubuh (BMI) lebih dari 30 kg/m2. Obesitas dapat terjadi akibat ketidakseimbangan antara asupan kalori dan konsumsi kalori. Obesitas dapat meningkatkan resiko penyakit jantung, diabetes, tekanan darah tinggi dan kanker tertentu	Low		"FTO; NPC1"	22	Health	Endocrine / Metabolic Disorders		"Faktor Intrinsik: 
1) Usia: risiko meningkat seiring bertambahnya usia 
2) Jenis kelamin: perempuan memilki risiko lebih besar daripada laki-laki 
3) Riwayat keluarga. 

Faktor Gaya Hidup: 
1) Diet tidak sehat 
2) Makan berlebihan atau makan emosional 
3) Kurang olahraga 
4) Stres 
5) Kurang tidur 
6) Obat-obatan tertentu seperti pil kontrasepsi, antidepresan, steroid, dll. 

Kondisi Medis Terkait: 
1) Sindrom Ovarium Polikistik (PCOS) 
2) Hipotiroidisme 
3) Depresi 
4) Penyakit Arteri Koroner 
5) Hipertensi 
6) Stroke 
7) Diabetes Tipe 2"	"1) BMI tinggi
2) Apnea Tidur Obstruktif
3) Deformitas Sendi."	"1) Pengukuran BMI dan lingkar pinggang 
2) Analisis massa lemak tubuh menggunakan metode berbasis pencitraan seperti DEXA (Dual Energy X-ray Absorptiometry), MRI dan CT scan atau diukur secara tidak langsung menggunakan air, perpindahan udara (BODPOD) dan analisis bioimpedansi (BIA) 
3) Distribusi lemak tubuh (ketebalan lipatan kulit, pengukuran rasio pinggang ke pinggul) 
4) Profil Lipid Puasa 
5) Tes Fungsi Hati 
6) Tes Fungsi Tiroid 
7) Kadar Glukosa Puasa dan HbA1c"	Secara genetik, kamu memiliki risiko rendah untuk mengidap Obesity	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Obesity dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Obesity	Obesitas dapat didefinisikan sebagai berat badan berlebih yang disebabkan oleh akumulasi lemak tubuh yang memiliki indeks masa tubuh (BMI) lebih dari 30 kg/m2. Obesitas dapat terjadi akibat ketidakseimbangan antara asupan kalori dan konsumsi kalori. Obesitas dapat meningkatkan resiko penyakit jantung, diabetes, tekanan darah tinggi dan kanker tertentu	High		"FTO; NPC1"	22	Health	Endocrine / Metabolic Disorders		"Faktor Intrinsik: 
1) Usia: risiko meningkat seiring bertambahnya usia 
2) Jenis kelamin: perempuan memilki risiko lebih besar daripada laki-laki 
3) Riwayat keluarga. 

Faktor Gaya Hidup: 
1) Diet tidak sehat 
2) Makan berlebihan atau makan emosional 
3) Kurang olahraga 
4) Stres 
5) Kurang tidur 
6) Obat-obatan tertentu seperti pil kontrasepsi, antidepresan, steroid, dll. 

Kondisi Medis Terkait: 
1) Sindrom Ovarium Polikistik (PCOS) 
2) Hipotiroidisme 
3) Depresi 
4) Penyakit Arteri Koroner 
5) Hipertensi 
6) Stroke 
7) Diabetes Tipe 2"	"1) BMI tinggi
2) Apnea Tidur Obstruktif
3) Deformitas Sendi."	"1) Pengukuran BMI dan lingkar pinggang 
2) Analisis massa lemak tubuh menggunakan metode berbasis pencitraan seperti DEXA (Dual Energy X-ray Absorptiometry), MRI dan CT scan atau diukur secara tidak langsung menggunakan air, perpindahan udara (BODPOD) dan analisis bioimpedansi (BIA) 
3) Distribusi lemak tubuh (ketebalan lipatan kulit, pengukuran rasio pinggang ke pinggul) 
4) Profil Lipid Puasa 
5) Tes Fungsi Hati 
6) Tes Fungsi Tiroid 
7) Kadar Glukosa Puasa dan HbA1c"	Secara genetik, kamu memiliki risiko tinggi untuk mengidap Obesity	"Perbaiki asupan kalori dan aktifitas fisik

Kurangi asupan kalori

Pilihlah makanan yang lebih sehat dan kontrol porsi makan Anda

Lakukan aktivitas fisik secara teratur 150 menit/minggu

Batasi makan secara berlebihan jika sedang stress

Konsultasikan dengan dokter terkait pengobatan dan operasi yang cocok. 

Tidur yang cukup 6-8 jam/hari."	"Kurangi karbohidrat, lemak jenuh, garam dan gula, serta minuman dingin. 

Batasi produk dengan fruktosa tinggi. 

Jangan melewatkan waktu makan.

Jangan abaikan kondisi kesehatan.

Hindari rencana diet yang tidak realistis.

Jangan konsumsi suplemen penurun berat badan."
Type 2 Diabetes	Diabetes Tipe 2 (T2D) adalah kondisi kronis yang mempengaruhi cara glukosa diproses yang menyebabkan peningkatan kadar glukosa dalam darah. T2D umumnya ditandai dengan resistensi insulin yang membuat kadar glukosa darah terus meningkat, Hal ini dapat mengarah pada neuropati diabetik, nefropati, retinopati, penyakit jantung, ketoasidosis diabetik, dan kaki diabetik.Ê	Typical		"IGF2BP2; CDKAL1; TCF7L2; ARAP1; FTO; ADCY5; WFS1; KCNQ1; SLC30A8; UBE2E2; CTBP1; FSCN3; NKX6-3; GPSM1; HNF1B; PABPC4; PPARG; JAZF1; THADA; CCNQ; EXOC6; IGF2; PAM; GATAD2A; IRS1; C5orf67"	23	Health	Endocrine / Metabolic Disorders		"Faktor Intrinsik: 
1) Usia: risiko meningkat setelah 40 tahun 
2) Jenis kelamin: perempuan memiliki risiko lebih besar daripada laki-laki 
3) Etnis: lebih sering terjadi pada populasi tertentu, termasuk orang India 
4) Riwayat keluarga. 

Faktor Gaya Hidup: 
1) Gaya hidup kurangnya bergerak 
2) Berat badan berlebih 
3) Minum soda atau terlalu banyak mengkonsumsi gula dan makanan olahan 
4) Stres. 

Kondisi Medis Terkait: 
1) Obesitas 
2) Sindrom Ovarium Polikistik (PCOS) 
3) Diabetes kehamilan 
4) Pradiabetes 
5) Penyakit jantung 
6) Hipertensi 
7) Trigliserida tinggi atau HDL rendah. "	"1) Peningkatan rasa haus dan mulut kering
2) Penglihatan kabur
3) Luka yang penyembuhannya lambat
4) Sering buang air kecil dan infeksi saluran kemih
5) Meningkatkan rasa lapar
6) Penurunan berat badan yang tidak disengaja
7) Kelelahan
8) Kesemutan atau mati rasa pada anggota badan
9) Kulit gatal/infeksi jamur
10) Disfungsi ereksi (pria)."	"1) Puasa dan tes gula darah post prandial 
2) Tes toleransi glukosa oral 
3) Tes hemoglobin terglikosilasi (HbA1c) 
4) Tes gula darah acak 
5) Direkomendasikan untuk berkonsultasi dengan dokter."	Secara genetik, kamu memiliki risiko umum untuk mengidap Type 2 Diabetes	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Type 2 Diabetes dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
